scenario,metric,parity,mean,std_across_seeds,se_across_seeds
OG,replacement_fraction,4,0.1010821250130978,,0.0027967423886003746
OG,parity_fraction,5,0.08669111111111111,,0.0008436063092096172
OG,replacement_fraction,5,0.09091777896778272,,0.001233001381193727
OG,parity_fraction,6,0.05942666666666667,,0.0008635206432011734
OG,replacement_fraction,6,0.0841002765606926,,0.0028709949328619036
OG,parity_fraction,7,0.03883444444444444,,0.0014237474460463341
OG,replacement_fraction,7,0.06840020109736739,,0.000897233016097313
OG,parity_fraction,8,0.02365888888888889,,0.0012015532642848505
OG,replacement_fraction,8,0.05417495218452528,,0.0021857100553283036
OG,parity_fraction,9,0.013405555555555556,,0.0008901050707849253
OG,replacement_fraction,9,0.04372278498677809,,0.0005719651415312818
OG,parity_fraction,10,0.007017777777777778,,0.0006338774465809227
OG,replacement_fraction,10,0.035485775280896345,,0.0023514413545325623
OG,parity_fraction,11,0.0035377777777777786,,0.0004107182807872563
OG,replacement_fraction,11,0.027384585664654328,,0.0007665754517394433
OG,parity_fraction,12,0.0017688888888888889,,0.00023478779491697456
OG,replacement_fraction,12,0.027846222158910593,,0.0008695290423845709
OG,mean_parity,all,3.1232355555555555,,0.031539124957525685
OG,mean_replacement_parity,all,4.503056759992932,,0.032816977719582106
OG,replacements_per_15yr,all,3.9160000000000004,,0.02557146847562732
OG,annual_culling_rate_total,all,0.26106666666666667,,0.0017047645650418181
OG,annual_culling_rate_voluntary,all,0.22257333333333335,,0.0015396392073758329
OG,annual_culling_rate_death,all,0.0376,,0.00046904157598234267
OG,annual_culling_rate_involuntary,all,0.0008933333333333333,,0.0001869046102516825
OG,avg_cow_lifespan_months,all,45.9652706843718,,
OG,parity_annual_rate_total,0,0.4796469665290898,,0.1197118094866132
OG,parity_annual_rate_voluntary,0,0.4796469665290898,,0.1197118094866132
OG,parity_annual_rate_death,0,0.0,,0.0
OG,parity_annual_rate_involuntary,0,0.0,,0.0
OG,parity_annual_rate_total,1,0.14244264702909745,,0.007302932001484805
OG,parity_annual_rate_voluntary,1,0.12176521051068603,,0.006666722790832282
